OTUnumber	SAMPLE.271.GP.6.15	SAMPLE.381.MA5.30	SAMPLE.337.GA7.90	SAMPLE.399.MF.II6.30	SAMPLE.393.MP.7.30	SAMPLE.269.GP.5.15	SAMPLE.435.MA8.90	SAMPLE.433.MA7.90	SAMPLE.409.MA7.60	SAMPLE.397.MF.II.5.30	SAMPLE.355.GF.II.8.90	SAMPLE.389.MP.5.30	SAMPLE.415.MP.6.60	SAMPLE.373.MF.II.5.15	SAMPLE.413.MP.5.60	SAMPLE.287.GA6.30	SAMPLE.331.GF.II.8.60	SAMPLE.375.MF.II6.15	SAMPLE.427.MF.II.8.60	SAMPLE.383.MA6.30	SAMPLE.265.GA7.15	SAMPLE.359.MA6.15	SAMPLE.443.MP.8.90	SAMPLE.305.GF.II.7.30	SAMPLE.315.GA8.60	SAMPLE.319.GP.6.60	SAMPLE.349.GF.II.5.90	SAMPLE.371.MP.8.15	SAMPLE.279.GF.II6.15	SAMPLE.407.MA6.60	SAMPLE.431.MA6.90	SAMPLE.451.MF.II.8.90	SAMPLE.281.GF.II.7.15	SAMPLE.303.GF.II6.30	SAMPLE.453.16S.negative	SAMPLE.369.MP.7.15	SAMPLE.439.MP.6.90	SAMPLE.379.MF.II.8.15	SAMPLE.317.GP.5.60	SAMPLE.261.GA5.15	SAMPLE.395.MP.8.30	SAMPLE.387.MA8.30	SAMPLE.339.GA8.90	SAMPLE.385.MA7.30	SAMPLE.325.GF.II.5.60	SAMPLE.351.GF.II6.90	SAMPLE.327.GF.II6.60	SAMPLE.449.MF.II.7.90	SAMPLE.421.MF.II.5.60	SAMPLE.299.GP.8.30	SAMPLE.437.MP.5.90	SAMPLE.307.GF.II.8.30	SAMPLE.277.GF.II.5.15	SAMPLE.401.MF.II.7.30	SAMPLE.357.MA5.15	SAMPLE.417.MP.7.60	SAMPLE.289.GA7.30	SAMPLE.425.MF.II.7.60	SAMPLE.263.GA6.15	SAMPLE.301.GF.II.5.30	SAMPLE.447.MF.II6.90	SAMPLE.429.MA5.90	SAMPLE.273.GP.7.15	SAMPLE.377.MF.II.7.15	SAMPLE.411.MA8.60	SAMPLE.367.MP.6.15	SAMPLE.405.MA5.60	SAMPLE.309.GA5.60	SAMPLE.423.MF.II6.60	SAMPLE.283.GF.II.8.15	SAMPLE.403.MF.II.8.30	SAMPLE.335.GA6.90	SAMPLE.295.GP.6.30	SAMPLE.293.GP.5.30	SAMPLE.329.GF.II.7.60	SAMPLE.347.GP.8.90	SAMPLE.441.MP.7.90	SAMPLE.285.GA5.30	SAMPLE.361.MA7.15	SAMPLE.333.GA5.90	SAMPLE.445.MF.II.5.90	SAMPLE.297.GP.7.30	SAMPLE.321.GP.7.60	SAMPLE.291.GA8.30	SAMPLE.365.MP.5.15	SAMPLE.343.GP.6.90	SAMPLE.341.GP.5.90	SAMPLE.323.GP.8.60	SAMPLE.267.GA8.15	SAMPLE.363.MA8.15	SAMPLE.311.GA6.60	SAMPLE.345.GP.7.90	SAMPLE.391.MP.6.30	SAMPLE.353.GF.II.7.90	SAMPLE.419.MP.8.60	SAMPLE.275.GP.8.15	SAMPLE.313.GA7.60	domain_id	domain_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_527	0	13	0	1	7	0	6	5	5	0	0	12	5	0	14	3	1	0	0	3	0	8	3	0	0	0	0	10	1	5	6	0	0	0	0	2	3	0	0	11	4	1	2	18	0	0	1	1	4	0	1	0	0	2	14	7	0	2	2	0	0	7	0	2	9	5	11	3	0	1	6	4	0	0	0	4	3	4	17	2	2	1	0	0	7	0	0	1	0	3	0	1	1	0	5	1	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_528	0	7	0	1	10	1	3	7	5	0	0	12	0	0	9	2	0	0	2	4	2	6	0	0	4	0	0	0	0	3	4	5	1	0	0	12	0	1	0	0	1	1	2	13	0	0	1	1	1	2	1	0	0	3	8	11	3	2	0	0	0	4	0	6	11	2	9	0	0	0	2	1	0	0	1	1	4	1	9	2	1	1	3	0	13	0	1	5	0	11	0	0	0	0	0	2	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Desulfurellales	100.0	Desulfurellaceae	100.0	Desulfurellaceae_unclassified	100.0
OTU_529	0	6	5	15	6	14	2	1	3	6	1	2	3	10	1	4	1	6	5	1	7	1	2	3	16	0	0	8	1	0	0	5	1	0	0	1	3	2	2	5	4	0	0	2	0	1	1	3	16	3	0	0	0	16	0	4	2	23	2	0	4	4	2	19	2	3	0	1	1	3	12	3	0	16	1	9	7	4	2	4	16	5	8	4	3	2	10	6	3	2	4	7	0	1	5	9	1	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	100.0	Haliangiaceae	72.0	Haliangium	72.0
OTU_530	0	11	0	1	1	0	11	25	5	0	0	5	0	1	4	2	2	0	0	6	0	13	0	2	0	0	0	1	1	4	7	0	0	0	0	2	0	0	0	8	0	3	0	24	0	1	1	0	0	0	0	1	0	0	12	1	1	2	0	0	0	15	0	0	24	1	18	3	0	0	0	0	0	0	0	0	2	3	20	4	0	0	0	0	3	0	0	0	0	14	0	0	1	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodobacterales	100.0	Rhodobacteraceae	100.0	Amaricoccus	53.0
OTU_531	0	17	0	2	10	0	7	11	8	3	0	5	3	7	3	4	0	2	5	10	0	5	1	0	3	0	0	6	0	3	7	2	1	0	0	9	0	1	0	11	2	4	0	11	0	0	1	2	4	0	0	0	0	4	9	9	0	1	1	0	0	4	0	2	9	4	14	3	2	0	7	3	0	0	0	0	6	5	17	2	2	0	0	0	3	0	0	0	0	14	0	0	1	2	2	0	0	Bacteria	100.0	Verrucomicrobia	99.0	Verrucomicrobiae	66.0	Verrucomicrobiales	66.0	Verrucomicrobiaceae	64.0	Verrucomicrobiaceae_unclassified	64.0
OTU_532	0	6	4	2	4	3	2	3	2	0	0	6	2	0	0	9	1	0	0	4	8	2	1	0	1	0	0	2	0	0	2	0	0	0	0	1	1	0	1	4	2	3	0	8	0	0	1	1	0	1	0	0	0	0	1	0	2	0	2	0	1	1	1	0	3	10	2	3	2	0	1	7	0	3	2	2	3	6	8	3	0	2	2	1	2	0	4	8	5	5	2	2	1	1	3	2	2	Bacteria	100.0	Firmicutes	100.0	Erysipelotrichia	100.0	Erysipelotrichales	100.0	Erysipelotrichaceae	100.0	Turicibacter	100.0
OTU_533	0	10	1	4	20	1	5	14	5	0	0	24	11	1	20	0	1	3	3	8	0	4	8	1	1	0	0	10	2	2	6	3	1	0	0	10	4	4	0	1	18	2	1	13	0	0	1	5	2	0	6	0	0	2	6	17	1	7	0	0	2	9	0	9	11	18	14	2	3	0	7	0	0	0	0	0	13	0	10	0	2	1	0	0	12	0	1	1	0	7	0	0	6	0	7	3	0	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellaceae	59.0	Gaiella	59.0
OTU_534	0	1	2	5	2	4	1	1	2	4	1	2	5	6	2	6	1	5	0	0	3	1	0	0	11	2	0	6	0	0	0	0	1	0	0	2	8	0	1	3	5	0	4	1	0	2	2	0	12	5	1	0	0	0	1	2	2	2	0	0	4	0	1	5	0	7	0	0	4	0	3	2	0	4	0	5	3	1	0	2	9	16	24	1	4	1	6	13	0	0	2	4	2	1	4	5	0	Bacteria	99.0	Planctomycetes	98.0	Planctomycetacia	89.0	Planctomycetales	88.0	Planctomycetaceae	88.0	Gemmata	72.0
OTU_535	0	3	0	1	7	0	2	1	0	0	0	18	2	0	9	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	3	1	0	0	0	4	0	1	0	8	3	1	0	1	0	1	0	2	0	0	1	0	0	3	2	4	1	5	0	0	2	0	0	5	1	2	0	1	0	0	0	0	0	0	2	0	4	3	2	1	1	1	0	0	10	0	0	0	0	3	0	1	0	0	2	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	100.0	MND8	100.0	MND8_unclassified	100.0
OTU_536	0	0	2	2	2	2	0	0	0	1	0	12	3	1	5	5	1	0	0	0	4	0	4	0	2	0	0	10	0	0	0	0	1	0	0	5	1	0	0	0	4	0	1	2	0	0	0	0	2	1	1	0	0	1	0	13	2	0	4	0	0	0	0	1	1	14	0	0	1	1	1	6	0	0	0	0	5	2	1	1	6	1	1	0	8	0	1	1	1	1	1	0	3	0	6	0	1	Bacteria	100.0	Proteobacteria	99.0	Gammaproteobacteria	97.0	Xanthomonadales	95.0	Xanthomonadaceae	95.0	Xanthomonadaceae_unclassified	95.0
OTU_537	0	0	0	4	9	0	1	1	2	5	0	0	2	0	0	0	2	2	1	1	0	3	2	0	3	0	0	5	0	4	2	5	0	0	0	10	0	2	0	1	2	1	0	3	0	0	0	2	4	0	0	0	0	1	2	6	0	3	0	0	3	1	0	7	2	5	2	0	1	0	8	0	0	0	0	0	4	2	6	0	0	0	3	0	2	0	0	1	2	4	0	1	1	0	2	0	1	Bacteria	100.0	Chloroflexi	100.0	Chloroflexia	100.0	Chloroflexales	100.0	Roseiflexaceae	100.0	Roseiflexus	100.0
OTU_538	0	1	0	12	1	2	2	2	1	12	0	2	1	8	1	1	0	9	5	2	3	0	2	0	0	2	0	3	0	1	1	7	0	0	0	2	2	2	2	7	3	0	1	1	0	0	0	3	11	0	0	0	0	6	1	2	0	7	1	0	10	6	9	16	3	3	1	2	3	0	14	4	0	3	1	3	1	1	2	2	24	5	13	0	2	1	4	5	0	0	3	18	1	0	3	4	2	Bacteria	100.0	Bacteroidetes	100.0	Sphingobacteriia	98.0	Sphingobacteriales	98.0	Chitinophagaceae	98.0	Taibaiella	91.0
OTU_539	0	0	3	0	0	7	1	0	0	2	0	0	2	3	1	1	0	1	0	0	7	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	1	0	0	6	4	0	0	0	1	0	1	2	0	0	0	4	0	2	1	0	7	1	0	2	0	0	4	0	2	0	5	2	1	1	0	9	7	10	3	0	0	10	7	5	0	1	1	2	1	0	3	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Pir3_lineage	57.0
OTU_540	0	19	0	1	2	0	7	12	12	0	0	0	0	0	2	0	1	1	2	10	1	10	1	0	1	0	0	2	0	5	4	0	0	0	0	1	0	1	1	9	1	3	0	32	0	0	2	0	0	0	0	0	0	1	13	0	1	1	1	0	1	7	1	2	13	3	22	3	1	0	2	1	0	3	0	0	2	9	22	1	3	1	2	0	1	1	0	1	1	15	0	0	0	0	1	2	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_541	0	3	0	0	8	5	2	0	0	0	0	8	1	0	6	0	1	0	0	2	3	2	2	0	1	1	0	3	0	0	0	0	0	0	0	9	0	0	1	1	3	1	0	2	0	0	0	0	0	3	0	0	0	0	1	11	1	0	0	0	1	1	1	0	1	2	1	0	0	1	0	2	0	3	0	1	10	2	0	1	0	8	11	0	4	1	1	6	0	1	0	6	0	0	4	6	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Pir4_lineage	91.0
OTU_542	0	4	0	1	1	1	4	3	3	4	0	7	3	0	7	4	1	3	3	1	3	6	4	0	2	0	0	7	0	4	3	0	0	0	0	1	2	2	0	4	3	2	0	3	0	0	0	1	1	1	0	0	0	0	1	3	0	1	2	0	2	2	3	5	2	5	2	1	0	1	1	2	0	2	0	1	2	2	5	1	6	4	1	1	5	0	1	1	0	3	0	3	2	0	2	1	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	97.0	Methylobacteriaceae	56.0	Methylobacteriaceae_unclassified	56.0
OTU_543	0	1	0	2	0	1	0	0	0	6	0	0	6	0	0	2	0	0	4	0	6	0	0	1	4	2	0	3	0	0	0	7	0	0	0	1	2	3	0	1	1	0	7	0	0	0	1	4	2	0	0	0	0	15	0	1	3	15	1	0	1	0	0	22	0	10	0	0	0	1	17	3	0	2	0	4	0	0	0	1	13	1	8	3	0	1	4	2	4	1	1	3	4	0	1	4	0	Bacteria	100.0	Gemmatimonadetes	92.0	Gemmatimonadetes	92.0	Gemmatimonadales	91.0	Gemmatimonadaceae	91.0	Gemmatimonas	90.0
OTU_544	0	8	1	0	3	0	6	10	7	0	1	6	1	0	6	7	1	0	3	1	1	6	1	0	1	0	0	7	0	4	3	0	1	0	0	2	2	0	0	10	3	0	0	13	0	0	1	0	0	2	1	0	0	1	13	4	0	0	6	0	0	5	2	0	5	3	8	3	0	2	2	20	0	1	1	1	6	12	8	7	0	1	1	1	2	0	1	1	2	11	0	3	1	1	4	1	1	Bacteria	100.0	Firmicutes	100.0	Clostridia	100.0	Clostridiales	100.0	Peptostreptococcaceae	100.0	Incertae_Sedis	100.0
OTU_545	0	1	0	1	4	10	1	2	0	1	0	5	5	1	0	1	0	5	1	2	1	2	6	0	1	0	0	11	1	0	4	4	0	0	0	3	1	0	1	3	13	0	0	0	0	3	0	2	4	1	0	0	0	3	1	3	5	10	1	0	0	1	0	9	0	15	2	0	2	0	4	2	0	14	0	2	3	1	4	2	6	6	9	3	3	0	2	7	1	0	0	5	3	0	10	11	0	Bacteria	100.0	Proteobacteria	89.0	Deltaproteobacteria	85.0	Myxococcales	77.0	Myxococcales_unclassified	77.0	Myxococcales_unclassified	77.0
OTU_546	0	13	0	4	1	0	37	32	13	3	0	4	3	0	7	2	1	3	3	15	0	24	5	1	0	0	0	6	2	6	12	6	0	0	0	1	4	2	0	20	2	8	2	40	0	0	0	3	8	0	2	0	0	3	23	5	1	3	2	0	3	20	0	12	34	15	25	8	0	0	3	5	0	0	0	1	3	13	30	11	4	1	0	0	10	0	1	0	0	25	0	0	5	1	1	1	0	Bacteria	100.0	Acidobacteria	100.0	Holophagae	100.0	Subgroup_7	100.0	Subgroup_7_unclassified	100.0	Subgroup_7_unclassified	100.0
OTU_547	0	2	4	0	7	2	1	5	3	1	0	14	2	0	5	20	1	3	2	3	12	2	2	1	3	1	0	3	0	2	0	0	0	1	0	0	1	2	0	49	3	2	3	3	0	0	0	1	3	1	0	0	0	2	1	3	10	2	6	0	1	6	1	4	1	9	1	13	2	1	3	18	0	8	2	4	7	13	7	8	2	1	2	7	11	3	2	10	11	5	5	0	0	0	3	6	4	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	A0839	100.0	A0839_unclassified	100.0
OTU_548	0	26	0	0	2	0	5	13	4	0	0	0	0	0	0	2	1	1	0	4	0	18	0	1	0	0	0	1	1	2	4	0	0	0	0	1	1	0	0	11	1	1	0	18	0	0	1	0	1	0	0	0	0	3	10	1	0	1	0	0	0	8	0	0	9	0	16	1	1	0	3	0	0	0	2	0	4	4	46	0	2	0	0	1	1	0	0	0	0	15	0	0	0	1	2	1	1	Bacteria	100.0	Bacteroidetes	100.0	Flavobacteriia	100.0	Flavobacteriales	100.0	Flavobacteriaceae	100.0	Flavobacterium	100.0
OTU_549	0	1	0	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	0	7	0	7	4	0	1	1	0	2	1	4	3	2	0	0	0	1	2	0	0	0	3	1	0	11	0	0	1	0	0	0	0	0	0	2	8	5	1	3	0	0	1	4	0	2	4	3	4	0	0	0	2	2	0	0	0	0	2	4	8	0	1	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	1	Bacteria	100.0	Gemmatimonadetes	100.0	Gemmatimonadetes	100.0	Gemmatimonadales	100.0	Gemmatimonadaceae	100.0	Gemmatimonas	100.0
OTU_550	0	6	0	0	2	0	10	11	7	0	0	1	0	1	0	1	0	0	0	2	0	5	1	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	7	0	0	1	0	0	1	9	0	1	8	0	9	0	0	0	2	1	0	0	0	0	0	2	16	0	0	2	0	1	0	0	0	0	1	9	0	0	0	0	0	1	1	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Rhodobiaceae	100.0	Rhodobium	100.0
OTU_551	0	16	0	1	5	0	5	11	3	1	0	4	0	0	10	0	1	0	1	7	1	10	1	0	1	0	0	0	1	0	4	1	1	0	0	3	0	2	1	4	1	5	0	18	0	0	0	1	1	1	1	0	0	1	7	3	0	0	1	0	1	11	0	0	12	1	8	0	0	0	1	3	0	0	0	0	10	2	23	1	0	1	0	0	2	0	0	1	0	9	0	0	1	1	0	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_4	100.0	11-24	100.0	11-24_unclassified	100.0
OTU_552	0	7	6	9	2	6	3	4	4	3	0	14	9	4	11	4	0	5	7	2	10	4	4	0	11	0	0	6	0	0	2	17	0	0	0	1	2	5	3	24	5	1	7	14	0	1	0	6	13	1	1	0	0	10	2	6	7	18	3	0	6	3	0	17	6	10	6	4	7	0	19	12	0	9	0	1	5	7	13	2	16	5	14	5	8	1	7	5	4	4	4	6	3	1	7	4	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	100.0	Haliangiaceae	100.0	Haliangium	100.0
OTU_553	0	0	0	5	0	0	0	1	0	11	0	3	10	7	0	0	0	4	0	0	0	0	6	1	0	1	0	7	0	0	0	0	0	0	0	0	5	0	0	0	9	0	1	1	0	1	0	0	14	0	0	0	0	1	0	0	0	0	0	0	4	0	1	1	0	14	0	0	4	0	0	1	0	0	0	0	1	1	2	1	26	0	1	0	1	0	0	2	0	0	0	0	2	1	5	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	100.0	DA111	100.0	DA111_unclassified	100.0
OTU_554	0	10	1	0	0	0	9	13	2	1	0	1	1	1	1	4	1	0	0	6	1	1	0	0	3	1	0	0	0	5	1	1	0	0	0	0	0	0	0	17	0	1	0	14	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	8	0	1	10	1	10	1	0	1	1	6	0	0	0	0	0	7	15	4	2	0	1	0	1	0	0	0	4	8	0	0	0	1	0	0	0	Bacteria	100.0	Gemmatimonadetes	100.0	Gemmatimonadetes	100.0	Gemmatimonadales	100.0	Gemmatimonadaceae	100.0	Gemmatimonadaceae_unclassified	100.0
OTU_555	0	0	1	6	0	0	0	0	0	0	0	0	5	0	0	2	1	4	1	0	0	0	14	0	1	0	0	26	0	0	0	1	0	0	0	0	5	1	0	12	15	0	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	2	1	0	1	0	0	3	0	16	1	2	1	1	6	2	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	2	15	0	0	Bacteria	100.0	Bacteria_unclassified	100.0	Bacteria_unclassified	100.0	Bacteria_unclassified	100.0	Bacteria_unclassified	100.0	Bacteria_unclassified	100.0
OTU_556	0	12	0	0	2	0	6	7	6	0	0	2	0	1	0	0	0	0	0	3	0	7	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	0	2	0	10	0	0	1	1	0	0	0	0	0	1	6	0	0	1	0	0	0	9	0	0	3	0	7	0	0	2	2	0	0	0	0	0	1	3	7	0	0	1	0	1	1	0	0	0	0	5	1	0	0	0	1	0	0	Bacteria	97.0	Bacteria_unclassified	97.0	Bacteria_unclassified	97.0	Bacteria_unclassified	97.0	Bacteria_unclassified	97.0	Bacteria_unclassified	97.0
OTU_557	0	1	0	0	0	0	1	0	0	0	2	1	0	1	0	0	46	2	2	0	1	0	1	12	1	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	1	1	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Xanthomonadales	100.0	Nevskiaceae	100.0	Nevskia	100.0
OTU_558	0	0	7	5	1	18	1	0	1	0	0	0	0	0	0	5	22	1	0	0	33	0	1	27	27	0	1	3	20	0	0	0	5	0	0	0	0	0	7	5	1	0	13	1	0	6	9	0	3	2	0	4	0	0	0	0	18	0	2	0	2	0	1	3	1	1	1	0	0	13	2	7	0	18	26	5	0	1	1	0	1	4	4	21	0	0	8	8	18	0	14	5	1	12	0	9	7	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	100.0	JG37-AG-20	100.0	JG37-AG-20_unclassified	100.0
OTU_559	0	1	0	5	1	6	0	1	0	5	0	0	11	2	0	0	2	3	2	1	4	0	3	3	4	4	0	7	3	0	0	0	0	0	0	0	4	1	2	0	9	0	1	1	0	0	1	2	6	1	0	0	0	2	1	2	1	8	0	0	0	0	3	16	0	13	1	0	4	0	2	1	0	1	0	4	0	1	0	1	8	8	9	0	1	1	3	3	0	1	0	7	3	1	6	6	0	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Frankiales	100.0	Acidothermaceae	100.0	Acidothermus	100.0
OTU_560	0	16	0	8	1	1	2	10	5	5	0	1	2	2	2	3	0	4	1	10	2	5	3	0	3	0	0	4	1	1	2	9	0	0	0	2	0	2	0	4	10	1	0	13	0	0	0	0	4	1	0	0	0	2	4	1	0	3	1	0	4	2	0	10	0	4	9	4	8	1	15	2	0	0	1	0	5	8	6	0	7	0	0	0	3	0	1	0	0	1	0	2	0	0	1	1	0	Bacteria	100.0	Proteobacteria	92.0	Deltaproteobacteria	87.0	Myxococcales	82.0	Myxococcales_unclassified	82.0	Myxococcales_unclassified	82.0
OTU_561	0	7	0	1	3	0	5	1	2	1	0	1	1	3	0	2	0	2	1	6	0	6	1	0	0	0	0	5	2	0	1	4	0	0	0	4	0	1	0	8	1	0	1	7	0	0	0	0	6	0	0	0	0	4	6	0	0	4	1	0	0	1	0	4	0	1	3	2	0	1	8	5	0	0	0	0	2	4	7	5	4	1	1	0	1	0	0	0	0	3	0	1	1	0	3	2	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_3	100.0	SJA-149	100.0	SJA-149_unclassified	100.0
OTU_562	0	3	5	4	0	6	0	2	0	2	1	1	1	2	2	2	20	1	2	0	7	1	1	26	11	1	0	5	21	0	1	1	13	0	0	1	0	0	4	3	3	0	4	1	0	4	12	1	1	7	0	2	0	2	1	3	2	8	1	0	3	1	0	7	3	3	0	1	5	4	5	8	0	8	28	1	3	1	6	0	3	5	11	6	0	1	3	8	6	4	3	3	1	33	3	14	1	Bacteria	100.0	Proteobacteria	95.0	Gammaproteobacteria	87.0	Gammaproteobacteria_unclassified	87.0	Gammaproteobacteria_unclassified	87.0	Gammaproteobacteria_unclassified	87.0
OTU_563	0	15	0	0	5	0	10	13	10	0	0	2	0	1	0	0	0	2	4	8	2	7	3	0	0	0	0	4	0	4	4	7	0	0	0	1	0	1	0	3	2	3	0	15	0	0	0	1	1	1	0	0	0	6	9	5	1	4	0	0	1	10	0	10	18	1	12	0	0	1	5	0	0	0	1	0	1	0	7	0	2	0	1	0	4	0	0	0	0	19	0	0	0	1	1	0	0	Bacteria	100.0	Actinobacteria	100.0	MB-A2-108	100.0	MB-A2-108_unclassified	100.0	MB-A2-108_unclassified	100.0	MB-A2-108_unclassified	100.0
OTU_564	0	2	0	1	0	0	3	1	1	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	3	0	0	2	2	0	0	0	0	0	0	1	0	0	1	36	0	1	0	2	0	0	0	0	1	0	0	0	0	2	3	0	0	1	1	0	1	0	0	3	3	2	2	6	1	0	0	3	0	0	0	0	0	13	3	10	2	0	0	0	0	0	0	0	1	9	0	0	0	0	1	0	0	Bacteria	100.0	Bacteroidetes	100.0	Sphingobacteriia	100.0	Sphingobacteriales	100.0	NS11-12_marine_group	100.0	NS11-12_marine_group_unclassified	100.0
OTU_565	0	6	0	7	9	1	4	1	1	2	0	6	3	4	6	0	1	0	1	6	0	1	2	1	1	0	0	6	0	4	6	1	0	0	0	1	2	1	0	3	1	2	0	7	0	0	0	3	6	0	1	0	0	7	1	6	0	7	1	0	2	6	0	4	5	7	10	2	4	1	11	0	0	0	0	0	10	2	2	3	8	1	0	0	6	0	0	0	0	5	0	0	3	0	2	0	0	Bacteria	100.0	Proteobacteria	81.0	Deltaproteobacteria	72.0	Myxococcales	56.0	Myxococcales_unclassified	56.0	Myxococcales_unclassified	56.0
OTU_566	0	2	3	1	0	0	2	5	1	0	0	4	1	0	1	14	0	0	1	1	5	3	0	2	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	13	0	1	1	2	0	0	1	0	0	0	0	0	0	0	2	1	2	1	4	0	0	4	0	1	6	1	3	4	0	1	2	17	0	0	0	1	2	6	0	5	0	0	0	0	0	1	0	2	4	4	3	1	0	0	1	1	1	Bacteria	100.0	Firmicutes	100.0	Clostridia	100.0	Halanaerobiales	100.0	Halanaerobiaceae	100.0	Halocella	100.0
OTU_567	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	12	0	0	0	12	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	1	0	0	1	0	2	0	1	0	0	11	1	0	0	0	0	0	0	0	0	1	0	0	6	1	2	0	0	0	0	1	1	0	0	0	0	0	30	1	1	1	0	18	0	4	0	0	0	0	1	3	Bacteria	100.0	WD272	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0
OTU_568	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	7	0	1	0	0	9	0	0	1	16	0	0	1	0	0	0	0	1	0	0	1	0	0	1	10	0	0	6	0	0	1	0	0	0	3	0	0	0	1	0	1	2	0	2	0	0	0	2	1	0	1	0	8	0	0	0	9	0	0	1	2	0	3	0	1	1	6	11	3	0	2	2	7	8	1	0	1	0	0	0	3	2	Archaea	100.0	Thaumarchaeota	100.0	Soil_Crenarchaeotic_Group	NA	Soil_Crenarchaeotic_Group	NA	Soil_Crenarchaeotic_Group	NA	Soil_Crenarchaeotic_Group	NA
OTU_569	0	2	3	5	3	10	2	1	1	2	3	2	2	1	2	1	27	2	2	0	6	2	1	13	5	1	0	12	22	1	2	3	3	0	0	1	5	0	3	7	5	1	2	2	0	3	16	2	6	2	0	6	0	4	4	1	3	3	1	0	3	2	2	6	1	10	4	0	0	17	5	5	0	8	14	2	1	2	2	2	5	5	12	6	0	2	9	9	5	2	1	5	3	30	8	3	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_3	100.0	Unknown_Family	100.0	Candidatus_Solibacter	100.0
OTU_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	Archaea	100.0	Thaumarchaeota	100.0	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA
